exon	frequency	size	mean_expression	read_counts	psi_mean	psi_binary
Rffl_1	0.059268463237000024	0.4592408043020563	0.4425416027442989	0.11604502344831745	0.06390977443609014	2.8903717578961636
Rffl_3	0.059268463237000024	0.4592408043020563	0.4425416027442989	0.2748233073243965	0.18244949494949492	1.9459101490553132
Rfx2_3	0.2523033857079827	0.3713144074666098	0.5644168590051393	0.12493873660829992	0.030020703933747395	2.351375257163477
Rfx3_2	0.044481016915149225	0.3877548348587799	0.1760738546753762	0.03385826726096742	0.03333333333333338	0.6931471805599452
Rgs19_2	0.14933671045436447	0.631065744444873	1.0533459242632464	0.5941635104819285	0.28585061064052664	0.9162907318741551
Rhbdd2_nmdSE_1	0.14606193412997642	0.6501336740981435	0.793275184890678	0.4975024481725224	0.29303814830775615	1.3350010667323398
Rhot1_1	0.21577763451689072	0.5650200998469239	0.7044079428294989	0.15333410816776522	1.1102230246251565e-16	1.9095425048844386
Rhot1_3	0.21577763451689072	0.5650200998469239	0.7044079428294989	0.3526170298853802	0.2205275443510738	1.1895840668738367
Rhot1_4	0.21577763451689072	0.5650200998469239	0.7044079428294989	0.17998630293920545	0.09259259259259256	2.3978952727983702
Rhot1_5	0.21577763451689072	0.5650200998469239	0.7044079428294989	0.372978312533088	0.2130408198204809	0.8232003088081432
Ric8b_2	0.07105326594120165	0.544791615435181	0.24423513706449737	0.09769182146743767	0.15555555555555556	2.8332133440562157
Rnf130_1	0.012498600232394803	0.8344334686886123	0.29362312737651575	0.2334306221661715	0.29393939393939394	1.5040773967762744
Rnf138_3	0.20077359134880782	0.6399723418417954	0.9704525736154813	1.0622261509580289	0.18361249639113386	-1.363304842895192
Rnf146_1	0.054794711736998424	0.8010634569804833	0.6603985222876538	0.2535300976230492	0.12364341085271319	1.637608789400797
Rnf14_3	0.05838958622879898	0.987210101806627	0.6281401543064137	0.35607756199488666	0.12364130122750816	1.1451323043030024
Rnf32_2	0.042270202043348075	0.37349594249083806	0.40670455579864134	0.2099495263166486	0.16666666666666663	2.564949357461537
Rpain_8	0.19180177517541114	0.5047890173636278	1.2202325617730885	0.41255891794733485	0.02529935950988582	1.4307461236907242
