	SRR4047452	SRR4047453	SRR4047431	SRR4047415	SRR4047430	SRR4047450	SRR4047404	SRR4047426	SRR4047425	SRR4047424	SRR4047441	SRR4047410	SRR4047448	SRR4047440	SRR4047446	SRR4047406	SRR4047422	SRR4047435	SRR4047451	SRR4047434	SRR4047408	SRR4047437	SRR4047454	SRR4047405	SRR4047445	SRR4047444	SRR4047414	SRR4047399	SRR4047443	SRR4047449	SRR4047396	SRR4047400	SRR4047398	SRR4047442	SRR4047457	SRR4047419	SRR4047417	SRR4047401	SRR4047403	SRR4047412	SRR4047420	SRR4047423	SRR4047436	SRR4047455	SRR4047428	SRR4047411	SRR4047429	SRR4047427	SRR4047397	SRR4047447	SRR4047456	SRR4047438	SRR4047402	SRR4047433	SRR4047416	SRR4047418	SRR4047421	SRR4047458	SRR4047439	SRR4047432	SRR4047409	SRR4047407	SRR4047297	SRR4047296	SRR4047335	SRR4047282	SRR4047281	SRR4047356	SRR4047348	SRR4047372	SRR4047375	SRR4047366	SRR4047383	SRR4047380	SRR4047246	SRR4047382	SRR4047361	SRR4047386	SRR4047373	SRR4047251	SRR4047368	SRR4047376	SRR4047357	SRR4047245	SRR4047355	SRR4047266	SRR4047277	SRR4047258	SRR4047269	SRR4047247	SRR4047264	SRR4047253	SRR4047268	SRR4047276	SRR4047250	SRR4047256	SRR4047248	SRR4047377	SRR4047395	SRR4047270	SRR4047272	SRR4047265	SRR4047273	SRR4047275	SRR4047384	SRR4047257	SRR4047267	SRR4047259	SRR4047262	SRR4047249	SRR4047381	SRR4047365	SRR4047252	SRR4047274	SRR4047261	SRR4047387	SRR4047374	SRR4047388	SRR4047360	SRR4047364	SRR4047358	SRR4047363	SRR4047255	SRR4047392	SRR4047379	SRR4047271	SRR4047370	SRR4047367	SRR4047354	SRR4047369	SRR4047378	SRR4047391	SRR4047385	SRR4047394	SRR4047254	SRR4047291	SRR4047371	SRR4047393	SRR4047333	SRR4047342	SRR4047389	SRR4047292	SRR4047329	SRR4047313	SRR4047326	SRR4047293	SRR4047307	SRR4047328	SRR4047324	SRR4047305	SRR4047306	SRR4047304	SRR4047327	SRR4047334	SRR4047312	SRR4047337	SRR4047320	SRR4047317	SRR4047289	SRR4047347	SRR4047303	SRR4047294	SRR4047319	SRR4047316	SRR4047330	SRR4047314	SRR4047308	SRR4047298	SRR4047349	SRR4047286	SRR4047325	SRR4047310	SRR4047350	SRR4047284	SRR4047345	SRR4047339	SRR4047351	SRR4047352	SRR4047336	SRR4047340	SRR4047309	SRR4047301	SRR4047318	SRR4047343	SRR4047341	SRR4047287	SRR4047321	SRR4047288	SRR4047322	SRR4047346	SRR4047344	SRR4047302	SRR4047353	SRR4047299	SRR4047279	SRR4047283	SRR4047290	SRR4047300	SRR4047280	SRR4047311	SRR4047285	SRR4047338
SORBS2_4	0.0	0.1657142857142857	0.17142857142857146		0.35514018691588783	0.0		1.0	0.0	0.0021645021645021645						1.0		1.0			1.0			1.0									1.0					1.0			1.0						0.986842105263158			1.0							1.0					1.0		1.0	1.0	1.0			1.0								1.0			0.0		1.0											1.0			1.0	1.0						1.0													1.0	1.0			0.06976744186046513	1.0	1.0		0.9047619047619048			0.0				1.0					1.0			1.0			1.0																										1.0									1.0			1.0					1.0			1.0		1.0				1.0			1.0	1.0			1.0	1.0
SORBS2_5		1.0			1.0			0.0	1.0							1.0		1.0					1.0										1.0														1.0			1.0							1.0					1.0		1.0	1.0												0.0					1.0																					1.0				1.0									1.0		1.0			1.0			1.0			1.0				0.0					1.0			0.08115183246073299			0.020408163265306117																										1.0									1.0			1.0								1.0		1.0	1.0			1.0	1.0		0.2	1.0			1.0	1.0
SORBS2_7	0.0	0.0			0.0	0.0				0.0									0.0		0.0																																				0.0					0.0		0.0	0.0	0.0			0.0								0.0			0.0	0.0	0.0	0.0							0.0													0.0										0.0			0.0		0.0	0.0	0.0	0.0	0.0					0.5539568345323741	1.0								0.0		1.0	0.0		1.0	0.09465020576131687											1.0																0.9834710743801652		1.0			1.0				1.0								1.0		1.0		1.0	1.0				1.0				1.0		0.5350701402805611	1.0
SORBS2_9		1.0			0.8666666666666667	0.0			1.0							1.0		1.0			0.05555555555555555												1.0								0.027027027027027032						1.0			1.0							1.0					1.0		1.0	1.0	0.0	0.0		0.0													1.0																					1.0													1.0		1.0			1.0			1.0			0.4023904382470119									1.0			1.0																													1.0									1.0			1.0								1.0		1.0	1.0			1.0	1.0			1.0	1.0		1.0	1.0
SOS1_1													1.0				0.0																																1.0																			0.0												1.0		0.0									1.0				0.0	0.0											0.0		1.0						0.0				1.0																					0.52																																										0.0		0.0														0.0				
SOX2-OT_1	1.0	0.0	0.0					0.0		1.0												0.0						1.0	1.0		0.0		0.0											0.0					1.0																	1.0			1.0			1.0		0.0	1.0			1.0	0.0		0.0		0.8780297107114934		0.0	1.0								1.0	1.0	1.0	1.0	1.0		0.05263157894736842		0.0			0.1941747572815534	1.0				1.0			0.0				1.0		1.0	1.0				1.0	0.0		1.0	1.0		1.0			1.0	0.9921259842519684				0.7336244541484717																																																																
SOX2-OT_2	0.0									0.0	1.0												1.0	1.0				0.0	0.0									1.0											0.0																1.0	0.0			0.0			1.0			0.0			0.0					0.0			0.9100346020761244								1.0	1.0	0.0	1.0	0.3854166666666667								0.0					1.0		1.0				1.0		0.9250814332247556	1.0				0.8904109589041096			0.0	1.0		0.0			1.0	0.2727272727272727				0.0																																																																
SPAG16_1	1.0				1.0			1.0		1.0	1.0	1.0		1.0		1.0		1.0	1.0								1.0	1.0	1.0	1.0			1.0	1.0			1.0									1.0	1.0		1.0		1.0	1.0		1.0			1.0	1.0	1.0				1.0	1.0	1.0													1.0		1.0							1.0			1.0			1.0			1.0			1.0		1.0				1.0	0.011029411764705885		1.0				1.0	1.0			1.0	1.0											1.0			1.0				0.8842676311030742			1.0	1.0			1.0											1.0	1.0				0.0	1.0	1.0	1.0					1.0			1.0										1.0				1.0													1.0		1.0	0.6363636363636364		1.0	0.8974358974358975
SPAG9_1									0.0					0.0	0.0				0.0							0.0						0.0			0.0			0.0				0.0			0.0		0.0														0.0	0.0						0.0		0.0		0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0			0.0				0.0						0.0		0.0	0.0				0.0	0.0				0.0		0.0		0.0	0.0								0.0	0.0				0.0	0.17274939172749393	0.945945945945946	0.4782608695652174	0.0	0.0	0.7781753130590341	0.790356394129979	0.0			0.07262569832402235	0.0		0.0	0.0			0.0		1.0				0.0	1.0	0.0		0.0												0.0		1.0			0.0		1.0			1.0	0.0	0.0				0.0	0.0	0.08411214953271028		0.0	1.0		1.0	0.0			0.0	0.0		1.0	0.7655172413793103			0.0	0.251063829787234
SPAG9_4							0.0							1.0	0.0				0.0	0.0		0.8571428571428571																1.0				0.0					0.0				0.0										0.0	0.0						0.0		0.0053475935828877		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.4956405097250168	0.17785630153121318	1.0			1.0		0.0		1.0						0.0		0.0	0.03937007874015748				0.0	0.0				0.0		1.0		0.0	0.0								0.9053876478318004	0.0				0.31343283582089554	0.0	0.3016344725111441	0.0	0.0	0.0	0.0	0.4593406593406593	0.0			0.0	0.0	0.0	0.0	0.0			0.0013386880856760374		0.0					0.0			0.0							0.9720279720279721							0.0			0.0		0.0	0.9746192893401016			0.0	0.0				0.0	0.0	0.26804123711340205	0.0	0.0	0.0		0.0	0.0			0.0	0.0		0.0	0.05121293800539083			0.0	
SPAG9_6					0.0			0.0							0.0											0.0						0.0		0.0	0.0										0.0		0.0	0.0			0.0	0.0																		1.0																															1.0							1.0	1.0															1.0			1.0		0.0		0.0			1.0										0.0																																	0.0			0.0																	0.0					0.0
SPARCL1_1		1.0	1.0		1.0		0.0										1.0			0.0					1.0	1.0		1.0	1.0			1.0			1.0		1.0												0.0																															1.0										1.0	1.0					1.0	1.0																	1.0																																																																																								
SPAST_4									1.0										0.0							1.0		1.0	1.0			1.0			1.0						1.0									1.0										1.0					1.0																										1.0																													1.0		1.0			0.0																																					1.0													1.0			0.0								0.0													0.0			
SPATA17_2															1.0																																																		1.0									1.0			1.0					1.0														1.0					1.0	1.0	1.0				1.0			1.0																			1.0							1.0				0.8027210884353742		1.0							1.0																		1.0																																		0.0	
SPATA6_2					1.0	0.06976744186046513		0.0				1.0			1.0	0.0	1.0	0.0	1.0								1.0											1.0									1.0																			1.0	1.0		1.0						1.0				1.0	1.0	1.0																					1.0					1.0							1.0					0.0																						1.0																																				1.0			1.0							1.0															
SPATA7_2	0.0			0.0						0.0																																				1.0															1.0							1.0										1.0		0.0						1.0																																	1.0								1.0			1.0				1.0							0.0																	1.0															0.0						1.0		0.0							0.0		0.0										1.0	0.0	
SPATA7_4	0.0																																													1.0															0.0							1.0										1.0		0.0						0.0																	1.0																								0.0			1.0											0.0																	0.0															0.0						0.0		1.0							0.0		0.0										0.0	0.0	
SPATS2L_6	0.7666392769104355	0.0	0.0	1.0	0.0		0.2867132867132867	0.023622047244094488		0.7566197183098592	0.41596638655462187		0.0		0.0		1.0		0.7777777777777778	0.31313131313131315	0.0	0.0			0.357879234167894			1.0	1.0	0.0			0.5370919881305638			1.0	0.34795321637426896	0.0	0.0		0.0	0.0				0.0			0.21875		1.0					0.0		0.0017452006980802793	0.0			0.2307692307692308	1.0	1.0	0.13157894736842105			0.019455252918287938		1.0					1.0	1.0	1.0			0.7727272727272727	0.0			0.0	0.0								0.1004016064257028			0.0	1.0	1.0	1.0		0.0											0.0	0.05992010652463382									1.0						1.0		0.0																																																0.0								0.0																
SPATS2_12						0.0																	0.0	0.0				0.0													1.0					1.0	0.0			0.0														0.0							0.0	0.0															0.0				0.0									0.0																															0.0						0.0	0.0	0.0		0.0					0.0																																	0.0																				0.0			0.0
SPATS2_6		1.0	1.0	1.0	0.927927927927928	1.0	1.0	0.3207547169811321				0.13725490196078433	1.0	0.4074074074074074	1.0					0.9777777777777776			0.0			0.5483870967741935	1.0				1.0	0.6066666666666667			0.5399172087522176	0.0		0.0		0.0		0.0	0.0	0.8474576271186439			0.2888888888888889		0.32608695652173914															0.912087912087912	0.08888888888888889		1.0	0.09433962264150944			1.0				1.0														1.0			0.0	1.0			0.0			1.0			1.0					1.0		1.0		1.0		0.9733333333333334								0.0	0.0						1.0			1.0	1.0			1.0		1.0	1.0	1.0	1.0		1.0				1.0				1.0						1.0			1.0	1.0	1.0				1.0				1.0	1.0			1.0	1.0									1.0				1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.016666666666666666	1.0
SPDL1_1		0.0	0.0	0.0	0.0	0.0	0.08816120906801007	0.0	0.8947368421052632	0.0		0.0		0.0	0.0	0.0		0.0	0.1013215859030837	0.0860484544695071	0.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	0.009009009009009007		0.0	0.3648648648648649		0.0			0.0	0.0	0.0	0.0		0.008547008547008548		0.0		0.07335907335907338			0.0	0.12535042050460551	0.14893617021276595				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0			0.0		0.0		0.0		1.0			0.0		0.14465408805031446	0.0			0.0	0.7816091954022989				0.0		0.0099009900990099	0.0					0.0	0.0			0.0		0.0		0.0		0.0		0.0						1.0			0.0										0.0		0.0		0.9882005899705014				0.0	0.0	0.0	0.0																																0.0																													
SPDL1_5		0.1595959595959596	0.11494252873563217		0.1792452830188679	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.3972602739726027	0.0	0.0	0.0	0.07981220657276995	0.0	0.13170731707317074	0.0	0.0	0.0		0.006535947712418301		0.0	0.0	0.3353846153846154		0.0	0.0		0.0			0.0	0.0		0.0				0.0		0.2307692307692308	0.0		0.4114114114114114	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0			0.0		0.0		0.0		0.0			0.0		0.0	0.9130434782608696			0.0	0.42424242424242425				0.0		0.04878048780487805	0.019639934533551555					0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0									0.0	0.0									0.0		0.0		1.0					0.0	0.0	0.0											0.0																																																		
SPDL1_6		0.1595959595959596	0.11494252873563217		0.09844559585492227	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.3972602739726027	0.0	0.0	0.0	0.07981220657276995	0.0	0.28225806451612906	0.0	0.0	0.0		0.006535947712418301		0.0	0.0	0.3353846153846154		0.0	0.0		0.0			0.0	0.0		0.0				0.0		0.3684210526315789	0.0		0.18503118503118504	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0			0.0		0.0		0.0		0.0			0.0		0.0	0.8484848484848485			0.0	0.6448598130841121				0.0		0.09302325581395347	0.0416					0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0		0.0									0.0	0.0									0.0		0.0		1.0					0.0	0.0	0.0											0.0																																																		
SPECC1L_2	0.642369020501139	1.0	1.0			0.951219512195122		0.03225806451612903	1.0	0.647373107747106		0.26	0.0		0.0	0.0	0.375	0.0			1.0	0.0						0.0	0.0	1.0						1.0		1.0						0.0				0.8961038961038961	1.0				1.0	1.0		0.0		0.0				0.0		0.0	0.0			0.0			0.0	0.002816901408450705	0.12994350282485875	0.0			0.8713450292397661	0.0	0.0			0.0				0.5759717314487632					0.2608695652173913		0.10810810810810813	1.0	0.0	1.0						0.9807692307692308	1.0				1.0		0.0				1.0							1.0		0.0	1.0	0.41116751269035534			0.0	0.0			0.0	1.0	0.0															1.0			0.0																0.0			0.0			0.0			0.0						0.0															0.6206896551724138	0.4608695652173913	0.0			0.2
SPECC1_5					1.0	0.21464903357070192		1.0					1.0		1.0						0.0					1.0	1.0	1.0	1.0		1.0	1.0	0.0		1.0				1.0			1.0		1.0					1.0		1.0	1.0										1.0					1.0												1.0	1.0																	1.0						1.0							1.0								1.0				1.0																	1.0																																																															
SPECC1_6	1.0	1.0	1.0		1.0	0.08812260536398467			1.0	1.0	1.0	1.0	1.0									1.0			0.7846153846153846	1.0				1.0	1.0	1.0			1.0		0.6296296296296297		1.0					1.0		1.0			1.0		1.0	1.0			1.0					1.0		1.0		1.0			0.0		1.0			0.7868852459016393		1.0			1.0		1.0								1.0									1.0	1.0	1.0					1.0						1.0	1.0	1.0	1.0		0.0				0.024390243902439025	1.0			0.007751937984496123											1.0						1.0			1.0																											1.0																																	1.0
SPG21_2	1.0	1.0	1.0						1.0			1.0	1.0										1.0	1.0		1.0		1.0	1.0			1.0			1.0											1.0	0.0	1.0						1.0													1.0	1.0		1.0									1.0																1.0													1.0							1.0				1.0				1.0																	1.0		1.0			1.0		1.0	1.0					1.0					1.0			1.0						1.0					1.0							1.0		1.0											0.4414125200642055	0.4110655737704918	1.0			1.0		1.0	1.0		
SPG21_3																							0.0	0.0																						0.0	0.0																																1.0																0.0																												1.0																	1.0																																									0.0											0.0	0.0				0.0					
SPIDR_22	1.0									1.0	1.0	1.0		1.0					1.0											1.0											1.0						0.0														1.0																															0.0				1.0				1.0								1.0					0.0																												1.0	1.0				1.0																															1.0															1.0	1.0									
SPIN1_16	1.0			0.05172413793103448		1.0		1.0		1.0					1.0								1.0	1.0	1.0			0.0	0.0					0.0			1.0				1.0						1.0	1.0	1.0				0.0	0.0												1.0			1.0				1.0			1.0															1.0	1.0										1.0											0.0															1.0		1.0																				1.0			0.0						1.0	1.0		1.0							1.0					1.0	1.0	1.0																1.0	1.0					1.0				
SPIN1_4				0.0					1.0																			0.0						0.0							0.0						0.5268817204301075		0.0					0.0											0.0								1.0																			0.0										0.24242424242424246											0.0																	0.0												0.0											0.0						0.7573221757322176	0.8181818181818182		0.0							0.0					0.0	0.0									0.0														0.0				
SPINT1_4								1.0						0.043478260869565216							1.0							1.0	1.0											1.0		1.0	1.0				0.4705882352941176			1.0											1.0																																																																																																																																													
SPINT2_1	1.0	0.9961013645224172	1.0	0.9953596287703016	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	0.7931034482758621	1.0		1.0		0.9254237288135592	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0				1.0	0.9576271186440678		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		0.5887850467289719		1.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0				1.0	1.0																																																																																																				1.0										1.0			1.0	1.0		0.7359683794466403			1.0					0.7633136094674556						1.0	1.0	1.0					1.0	1.0	1.0	1.0
SPOP_10	0.0	0.0	0.0		0.0	0.0				0.0																		0.0	0.0																					1.0			0.0	0.0								0.0	0.0								0.0						0.0						0.0															0.0		0.0	1.0	0.0	0.2712550607287449					0.0			0.3503937007874016					0.0		0.0		1.0		1.0		0.0			0.0	0.0						0.0	0.0	0.0	0.0			0.0							0.0			0.0													0.0						0.0					0.0					0.0										0.0			0.0	0.0			0.0	0.0027397260273972607		0.0		0.0	
SPOP_11	0.0	0.0	0.0		0.0	0.0				0.0																		0.0	0.0																								0.0	0.0								0.0	0.0								0.0						0.0		1.0				0.0															0.0		0.0		0.0	0.0					0.0			0.0					0.0		0.0						0.0			0.0	0.0						0.0	0.0	0.0	0.0			0.4641148325358852	0.6190476190476191						0.0			0.0													0.0						0.0					0.0					0.0										0.0			0.0	0.0			0.0	0.0		0.0		0.0	
SPOP_5	0.0	0.0	0.0		0.0	0.0				0.0																		0.0	0.0																	1.0							0.0	0.0								0.0	0.0								0.0						0.0						0.0										1.0					0.0		0.0		0.0	0.18552036199095026					0.0			0.0				1.0	0.0		0.0				1.0		0.0			0.0	0.0	1.0					0.0	0.0	0.0	0.0			0.5352697095435685							0.0			0.0													0.0						0.0					0.0					0.0										0.0			0.0	0.0			0.0	0.0		0.0		0.0	
SPP1_5	0.248375812093953					0.9971139971139972	1.0	1.0	1.0	0.2574341546304163		1.0	0.9351351351351352	1.0	1.0	0.7136752136752137	0.8620689655172413	0.7059294871794872	0.9877899877899878	1.0	0.0		0.34743694060211555	0.2842105263157895						0.5650364203954215				0.038461538461538464							1.0	0.0		0.14285714285714285	0.5230769230769231						0.9923224568138196	0.9886524822695036	0.004464285714285714	0.001584786053882726						0.6106983655274889			0.9415538132573058	0.9883211678832116	0.5958188153310104	0.2682926829268293	0.7540886309680823		0.26922504834151423															0.0				0.8455440787893346		1.0	0.9736456808199122	0.3776595744680851	0.6676418958455237	0.0			1.0				0.7505668934240363	0.6955063715627096		0.0				0.9945054945054944	1.0						1.0																								0.2888015717092338			1.0																																																												
SPPL2A_1	0.0				0.0		0.0			0.0		1.0								0.0			1.0	1.0									0.0			0.0		1.0			0.0																																																								0.0															0.0					0.0							0.0			0.0									1.0				0.0																																						0.0																								
SPPL2A_2	0.0				1.0		1.0			0.0		1.0								1.0			1.0	1.0									0.0			1.0		1.0	1.0		1.0																																																					1.0			1.0															1.0					1.0							1.0			1.0									1.0				1.0														1.0																								1.0								1.0																
SPPL3_1		1.0	1.0		1.0											1.0		1.0							1.0												1.0								1.0																				1.0		1.0										0.0			1.0											1.0	1.0												1.0																	1.0			1.0															1.0	1.0																			1.0	1.0							0.0									1.0		1.0				1.0		1.0		1.0							1.0						1.0			1.0
SPRYD7_1				1.0				1.0			1.0		1.0	1.0											1.0						1.0						1.0	1.0						1.0				1.0													1.0		1.0						1.0	1.0																										1.0		1.0						1.0		1.0																1.0										0.009259259259259259		1.0						1.0		1.0		1.0		1.0		1.0								1.0			1.0	1.0		1.0		1.0					1.0					1.0	1.0		1.0	0.9988629903354178		1.0	1.0					0.9865771812080536											1.0				0.0	1.0
SPTAN1_1									0.0							0.0		0.0	1.0		0.0		0.462962962962963	0.6477987421383647		1.0						1.0			1.0																																				0.0																1.0		1.0							1.0																									1.0	1.0			1.0					1.0									0.0			1.0														1.0																																													1.0	
SPTAN1_7		0.0			0.0														0.0			0.0	0.0	0.0							0.9884726224783862											0.0		1.0					0.0										0.0				1.0																							0.0					0.0					0.0							0.0								0.0			0.0	0.0						0.0				1.0		0.0			1.0						1.0		1.0	1.0	0.0																														0.0			0.0					0.0				0.0		0.8421052631578947		0.0						1.0	1.0	1.0		0.0			0.0		0.0	0.7416267942583732
SPTLC1_3	0.8992805755395683					0.9668508287292816	0.01158301158301158	0.0		0.9519038076152304	0.0	0.0	0.2972972972972973	0.0			0.0		0.0	0.03140096618357488	0.0	0.030769230769230767	0.96	1.0	0.0		0.0	1.0	1.0	0.0	0.0		0.6666666666666666	1.0			0.0		0.0			0.0		0.0	0.0	0.0	0.0	0.0		0.7037037037037037	0.0	0.0	0.0	0.0						0.0			0.5576208178438662				0.0	0.0395778364116095			0.0						0.0		0.0	0.0										0.0	0.504950495049505	0.0	1.0			0.0				0.0		1.0			0.0		0.0		1.0	0.0									0.0				0.0		0.0	0.0		0.0								1.0				0.0																													1.0	0.0	0.0		0.0	1.0											1.0																0.0	
SRA1_1	0.8941908713692946	1.0	1.0	1.0	0.8309859154929577	0.9990787655458314	1.0	0.8758620689655172	1.0	0.9297385620915032	1.0	0.9678714859437751	1.0	1.0	1.0	1.0	0.9860546194073212	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.981679389312977	1.0	1.0	1.0	1.0	1.0	1.0	0.8283261802575107	0.6823529411764706	1.0	0.8608562691131498	1.0		1.0	1.0	1.0	0.8478747203579419	1.0	1.0	1.0	1.0	1.0		0.976470588235294	0.6069364161849711	0.9738988580750408	0.22118380062305296		1.0		0.0013986013986013984	0.7577854671280276	1.0	1.0	1.0	1.0	1.0		1.0				1.0	1.0	1.0	1.0	0.0	1.0		1.0		1.0		1.0	0.75	1.0	1.0		1.0		0.0	1.0	0.016129032258064516	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	0.8070175438596491	1.0		0.3946488294314381	1.0		1.0		0.0	0.9827213822894167	1.0	1.0	1.0				1.0	1.0								1.0			1.0	1.0			1.0								1.0		1.0							1.0	1.0	1.0				1.0							1.0				1.0	1.0	0.9886097152428812		1.0	1.0	1.0				0.9824561403508772	1.0		1.0			1.0	1.0				0.9974193548387096		0.8965517241379308			0.7945205479452054
SRCAP_2											1.0						1.0																						1.0																																											1.0	1.0							1.0								1.0																																						0.0	1.0																																																								1.0				1.0				1.0	
SREK1IP1_4	0.0	0.6074766355140186	0.2923076923076923	0.09090909090909093	0.010526315789473684	0.17384370015948966	0.011235955056179777	0.0	0.006060606060606061	0.0	0.018867924528301886	0.0	0.0	0.047619047619047616	0.26153846153846155	0.0	0.7754172989377845	0.0	0.2518703241895262	0.003745318352059925	0.009708737864077669	0.0	0.7142857142857143	0.7333333333333333	0.0	0.0	0.1111111111111111	0.3071895424836601	0.4158415841584158	0.9389312977099236	0.0	0.0	0.0	0.006185567010309278	0.0	0.0	0.0	0.1160220994475138			0.0	0.09022556390977443	0.2380952380952381	0.0	0.0	0.03409090909090909	0.0	0.0	0.010638297872340424	0.0	0.0008896797153024912	0.004081632653061225	0.0071599045346062064	0.007824726134585291	0.0	0.0	0.0017035775127768314	0.0	0.5014005602240896	0.08333333333333333	0.0	0.030303030303030307	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.5808936825885979	0.0	0.0			0.0		0.0	0.0	0.4509803921568628	0.0	0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0		0.0	1.0			0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.4452554744525548		0.0		0.0	0.0		0.0	0.5849056603773585	0.0		0.0	0.0		0.0	0.0	0.0		0.0							0.0	0.0		0.0		0.0	0.0		1.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.08227848101265822	0.09034267912772584		0.0	0.0		0.0				0.0
SREK1_1		0.14953271028037382	0.12658227848101267		0.18471337579617836	0.0	0.0	0.0			1.0	0.0	1.0	0.11627906976744184	0.002444987775061125	0.08007448789571693	0.32669983416252074	0.07303754266211604	0.0	0.0	0.03954802259887006	1.0	1.0	1.0	0.2043010752688172	0.0064516129032258064	0.0	0.0	0.0	0.9270516717325228	0.0	0.027027027027027032	0.03349282296650718	0.0	0.02478134110787172		0.21134751773049645	0.0	1.0	0.0	0.0	0.0	0.0	0.003965107057890564		1.0	0.8955223880597015		1.0	1.0	0.15408686944548755	0.16539440203562342	0.0	0.0			0.0		0.4938775510204082	1.0	0.0033670033670033673			0.0	0.4444444444444444	0.0	1.0	0.4736842105263158	0.0				1.0	0.0	1.0		0.037667071688942885	0.0	0.0	0.12258064516129033			0.0		1.0		1.0	1.0	0.0		0.0	1.0		1.0	0.3446327683615819	0.0776255707762557	0.16129032258064516	0.9550561797752808	0.0	1.0	0.009584664536741214	0.125	0.0	0.0	0.0	0.0				0.3263157894736842	1.0			0.0	1.0		0.9955555555555556				0.0	0.14893617021276595	0.0	1.0	0.0	0.0	0.0	0.0	0.3679169992019154	1.0	0.7957610789980732			0.0	0.0	0.8688524590163934	1.0		0.3108108108108108	0.9152542372881356														0.0										1.0					0.0		0.0			0.0			0.0	0.0		0.0				0.0		0.0								0.0		0.0	0.0	1.0			0.0	0.0
SREK1_2		0.2479338842975207	0.2023121387283237		0.3081081081081081	0.0	0.0	0.0			1.0	0.0	1.0	0.11627906976744184	0.002444987775061125	0.08007448789571693	0.32669983416252074	0.07303754266211604	0.0	0.0	0.03954802259887006	1.0	1.0	1.0	0.2043010752688172	0.01597444089456869	0.0	0.0	0.0	0.9270516717325228	0.0	0.060869565217391314	0.03349282296650718	0.0	0.04428571428571428		0.21134751773049645	0.0	1.0	0.0	0.0	0.0	0.0	0.003965107057890564		1.0	0.9274611398963728		1.0	1.0	0.15408686944548755	0.16539440203562342	0.0	0.0			0.0		0.4938775510204082	1.0	0.0033670033670033673			0.0	0.4444444444444444	0.0	1.0	0.4736842105263158	0.0				1.0	0.0	1.0		0.037667071688942885	0.0	0.0	0.18072289156626506			0.0		1.0		1.0	1.0	0.0		0.0	1.0		1.0	0.3446327683615819	0.0776255707762557	0.16129032258064516	0.9130434782608696	0.0	1.0	0.009584664536741214	0.125	0.0	0.0	0.0	0.0				0.3263157894736842	1.0		1.0	0.0	1.0		0.9955555555555556				0.0	0.3220338983050847	0.0	1.0	0.0	0.0	0.0	0.0	0.3679169992019154	1.0	0.7957610789980732			0.0	0.0	0.8709677419354839	1.0		0.3108108108108108	0.9152542372881356														0.0										1.0					0.0		0.0			0.0			0.0	0.0		0.0				0.0		0.0								0.0		0.0	0.0	1.0			0.0	0.0
