	SRR4047452	SRR4047453	SRR4047431	SRR4047415	SRR4047430	SRR4047450	SRR4047404	SRR4047426	SRR4047425	SRR4047424	SRR4047441	SRR4047410	SRR4047448	SRR4047440	SRR4047446	SRR4047406	SRR4047422	SRR4047435	SRR4047451	SRR4047434	SRR4047408	SRR4047437	SRR4047454	SRR4047405	SRR4047445	SRR4047444	SRR4047414	SRR4047399	SRR4047443	SRR4047449	SRR4047396	SRR4047400	SRR4047398	SRR4047442	SRR4047457	SRR4047419	SRR4047417	SRR4047401	SRR4047403	SRR4047412	SRR4047420	SRR4047423	SRR4047436	SRR4047455	SRR4047428	SRR4047411	SRR4047429	SRR4047427	SRR4047397	SRR4047447	SRR4047456	SRR4047438	SRR4047402	SRR4047433	SRR4047416	SRR4047418	SRR4047421	SRR4047458	SRR4047439	SRR4047432	SRR4047409	SRR4047407	SRR4047297	SRR4047296	SRR4047335	SRR4047282	SRR4047281	SRR4047356	SRR4047348	SRR4047372	SRR4047375	SRR4047366	SRR4047383	SRR4047380	SRR4047246	SRR4047382	SRR4047361	SRR4047386	SRR4047373	SRR4047251	SRR4047368	SRR4047376	SRR4047357	SRR4047245	SRR4047355	SRR4047266	SRR4047277	SRR4047258	SRR4047269	SRR4047247	SRR4047264	SRR4047253	SRR4047268	SRR4047276	SRR4047250	SRR4047256	SRR4047248	SRR4047377	SRR4047395	SRR4047270	SRR4047272	SRR4047265	SRR4047273	SRR4047275	SRR4047384	SRR4047257	SRR4047267	SRR4047259	SRR4047262	SRR4047249	SRR4047381	SRR4047365	SRR4047252	SRR4047274	SRR4047261	SRR4047387	SRR4047374	SRR4047388	SRR4047360	SRR4047364	SRR4047358	SRR4047363	SRR4047255	SRR4047392	SRR4047379	SRR4047271	SRR4047370	SRR4047367	SRR4047354	SRR4047369	SRR4047378	SRR4047391	SRR4047385	SRR4047394	SRR4047254	SRR4047291	SRR4047371	SRR4047393	SRR4047333	SRR4047342	SRR4047389	SRR4047292	SRR4047329	SRR4047313	SRR4047326	SRR4047293	SRR4047307	SRR4047328	SRR4047324	SRR4047305	SRR4047306	SRR4047304	SRR4047327	SRR4047334	SRR4047312	SRR4047337	SRR4047320	SRR4047317	SRR4047289	SRR4047347	SRR4047303	SRR4047294	SRR4047319	SRR4047316	SRR4047330	SRR4047314	SRR4047308	SRR4047298	SRR4047349	SRR4047286	SRR4047325	SRR4047310	SRR4047350	SRR4047284	SRR4047345	SRR4047339	SRR4047351	SRR4047352	SRR4047336	SRR4047340	SRR4047309	SRR4047301	SRR4047318	SRR4047343	SRR4047341	SRR4047287	SRR4047321	SRR4047288	SRR4047322	SRR4047346	SRR4047344	SRR4047302	SRR4047353	SRR4047299	SRR4047279	SRR4047283	SRR4047290	SRR4047300	SRR4047280	SRR4047311	SRR4047285	SRR4047338
CLK3_2		1.0				1.0		1.0							1.0		1.0				0.9555555555555556				1.0	1.0		0.0	0.0		1.0	1.0	1.0		1.0						1.0			1.0	1.0	1.0				1.0												1.0		1.0	1.0		1.0	0.0	0.0										1.0	1.0											0.0		1.0		1.0	1.0		1.0							1.0			1.0		1.0	1.0		1.0	1.0			1.0								1.0		1.0				1.0	1.0		1.0			1.0															1.0									1.0								1.0					1.0								1.0					1.0															
CLK4_3	1.0	1.0			0.0136986301369863	0.0		0.0		1.0				0.0			1.0								1.0									0.23282442748091606			1.0	0.0	0.0	1.0			1.0		0.8518518518518519								1.0	1.0											1.0													1.0									0.0						1.0		1.0							0.0			0.0					0.0			0.6598240469208211		0.0																				1.0	0.0		0.0				0.0																																			0.0			0.0											0.0			0.0	0.0				1.0			0.0
CLK4_4	0.0				0.0	1.0		0.0		0.0				0.0	0.0		0.0	0.0							0.0									0.0			0.0	0.0	0.0	0.0			0.0		0.0								0.0	0.0											0.0													0.0															0.0		0.0				0.0						0.0					0.0			0.0		0.0																				0.0	0.0		0.0			0.0	0.0																																			1.0			1.0											0.0				0.0				0.0			
CLK4_6	0.0				1.0	1.0		0.0		0.0				0.038461538461538464			0.0								0.0									0.3037383177570093			0.0	0.0	0.0	0.0			0.0		0.0								0.0	0.0											1.0													0.0	0.0								0.0						0.13307984790874525		0.0				0.0						0.0					0.3742574257425743			0.7007874015748031		1.0																				0.0	1.0		1.0				0.0																																			0.0			0.0											0.0				0.0				1.0			1.0
CLOCK_2					0.0	0.04166666666666666	0.0		0.1153846153846154		1.0									0.0										0.008403361344537815						1.0				0.0			0.0008658008658008657				1.0				1.0	1.0					1.0																										0.0	0.0																0.0		1.0							1.0															0.0															0.0																										0.0			1.0																												0.0					0.0	
CLSTN1_2		0.0	0.0									0.0																																																																									0.0												0.0			0.0		0.0													0.0												0.0												1.0																															0.0			0.0					0.0				1.0		0.0		0.0												0.0				
CLTA_1				0.0	0.0	0.0			0.0					0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		0.002531645569620253	0.0		0.0				0.0	0.0	0.0		0.0			0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0			0.0						0.0				0.0	0.0									0.0				0.0			0.0	0.0		0.0	0.0				0.0						0.0											0.0			0.0		0.0	0.0																			0.0						1.0			0.0	0.0		1.0	1.0				1.0				1.0				1.0	0.0						1.0									0.990726429675425			0.9900744416873448	0.9947780678851176		0.0057971014492753615				0.3770491803278688	0.3076923076923077
CLTB_2	0.0					0.0				0.0																																																					0.0	0.0	0.0																																					0.0	0.0																		0.0		0.0											0.0								0.7142857142857143															1.0																																		0.0	1.0	1.0		0.0		1.0				0.37110481586402266	
CLTC_4		0.0	0.0	0.0	0.0	0.01694915254237288	0.03651685393258427		0.0				0.0	0.04615384615384616	0.0	0.0	0.0	0.0	0.0004938271604938272	0.032460732984293195	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.11525029103608847	0.0	0.0	0.001402524544179523	0.0	0.001367989056087551	0.0		0.0	0.0			0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0002985965959988057	0.0	0.0	0.0	8.112273870365864e-05	0.2705314009661836		0.0		0.0	0.0	0.0	0.6452442159383034	0.0	0.0	0.6391294172712378	0.0	0.0			0.12121212121212123		0.24539877300613494		0.0		0.0		0.0		0.0015313935681470136	0.0	0.0	0.8461538461538461	0.0016778523489932886	0.0	0.0	0.020134228187919462	0.2224231464737794	0.038461538461538464	1.0	0.049932523616734135	1.0	0.9951456310679612		0.9245283018867924	1.0	0.196029776674938	0.0	0.1243680485338726	0.007342143906020558	0.0	1.0	0.0			0.0	0.20491803278688525	0.0			1.0	1.0				0.0	1.0			0.5227272727272727								0.0		0.0				0.0	0.38666666666666666			0.0								0.0	0.0			0.6666666666666666		0.0		0.0				0.0							0.0029037301764574487	0.0	0.0	0.0	0.0054777845404747425	0.001145475372279496	0.0	0.0	0.0026438885499288182		0.0	0.0	0.0	0.0		0.0	0.0				0.0									0.0		0.0	0.0	0.0
CLUAP1_1																																							0.0		0.0																				0.0							0.0						0.0				0.0		0.0																	1.0									0.0	0.0		0.0			0.0						0.0				0.0										0.0						1.0	0.0																																																									1.0		1.0			0.0	
CLUHP3_2					0.5263157894736842	0.5										1.0		1.0								1.0						1.0			1.0													0.0																							0.0						1.0																																						1.0																																																			1.0																																				
CMC1_3	0.9834710743801652	0.7161016949152542	0.6941176470588235		0.9792746113989638	0.030303030303030307	0.21212121212121213	0.05555555555555555	0.1153846153846154	0.9691119691119692		0.9642857142857144		1.0	0.7301587301587301	0.5679012345679012	0.7721518987341772	0.5874439461883408	0.6350093109869647	0.18604651162790695	0.1650485436893204	0.5977653631284916	0.7872340425531915	0.75	1.0	1.0	0.06521739130434782	1.0	1.0	1.0	1.0	1.0	0.9739130434782608	0.4716157205240175	1.0	0.5561097256857855	1.0	0.8343195266272192	1.0	0.4249471458773784		0.5511463844797179	0.42857142857142855	0.9899497487437184	1.0	0.7551669316375199		1.0	1.0	1.0	1.0	1.0	1.0	0.9903147699757868	1.0	1.0	0.6228287841191067	1.0	1.0			1.0		0.22033898305084745			1.0	1.0	0.0							0.0	1.0								1.0	0.7662337662337663	1.0	1.0	1.0							1.0	0.0	1.0	1.0				1.0	1.0	0.0					1.0	1.0		0.1021897810218978	1.0		0.02127659574468085			0.0		1.0	1.0				1.0			1.0	1.0	1.0			1.0				0.0		0.1176470588235294									0.0								1.0									1.0	0.0			0.16428571428571428			0.18078512396694216			0.0	1.0	1.0						0.3684210526315789		1.0																
CMC2_1	0.9111111111111112	0.9959016393442623	1.0	1.0	1.0	1.0	0.9289099526066352	1.0	1.0	0.9233817701453104	1.0	0.6	1.0	1.0	1.0	1.0	1.0	1.0		0.9140292867264996		0.615686274509804	1.0	1.0	0.9918367346938776	1.0	0.0	1.0	1.0	0.8053375196232339	0.8961038961038961	1.0	0.8178506375227687	1.0	1.0	1.0	0.990990990990991	0.382716049382716	1.0	1.0	1.0	1.0	1.0	0.9580152671755724		1.0	1.0	0.19130434782608696	1.0	1.0	1.0	1.0	1.0	1.0	0.0196078431372549	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	0.4064516129032258	1.0	1.0		1.0		1.0			1.0						0.9864559819413092	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	0.5894039735099338	1.0	1.0	1.0	1.0	1.0	1.0		1.0	0.44799999999999995	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0		0.9385964912280702			1.0	1.0	1.0	1.0	1.0		1.0		0.12408759124087593	1.0		1.0		1.0	1.0	1.0	1.0	1.0			1.0		1.0			1.0						1.0								1.0								1.0				1.0	1.0	1.0		1.0	1.0		1.0			1.0		1.0		1.0	0.640625	1.0	1.0	0.4008097165991903	0.6509298998569385	1.0			1.0		0.15753424657534246	1.0
CMC2_10	0.0	0.0	0.0	0.0	0.0	0.008130081300813009	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.018439716312056736	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.03435804701627486	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.04444444444444445	0.03862660944206009		0.8762886597938144	0.0	0.8728476821192053	0.0		0.0		0.0	0.0	0.0	0.0	0.0		0.0				0.0		1.0	0.0						0.0	0.013493253373313344	0.0743801652892562	0.0	0.15471698113207547	0.2694610778443114	0.0	0.0		0.8620689655172413	0.4497816593886463	0.0	0.0	0.6022099447513812	0.4691943127962086		0.0	0.0	0.17073170731707318	0.7326732673267327		0.0	0.2346938775510204	0.0	1.0	0.9444444444444444	1.0	0.0	0.0	0.0	0.0	0.15348837209302327	0.3172205438066465			1.0	0.0		0.0		0.06951871657754011			0.4324324324324325	0.0	1.0	1.0	1.0		0.0			0.0		0.0		0.9230769230769232	0.0	0.0	0.9520000000000001	0.0			1.0		0.0			0.0	1.0					0.0								0.0												1.0	0.0	0.0		0.0	1.0		0.033707865168539325			0.0		0.0		0.0	0.16981132075471694	0.0	0.0	0.0	0.11598746081504703	1.0			0.0		1.0	0.0
CMC2_14	0.2399232245681382	0.0	0.0			0.48	0.2123411978221416			0.3225638353309015	0.0	0.0	0.0	0.0	0.0					0.20971004720161834		0.0			0.0					0.0	1.0		0.35376044568245124	1.0			0.0	0.0					0.0	0.9603960396039604	0.0			0.0		0.0			0.0	0.0			0.0		0.0		0.0		0.0		0.0	0.0	0.0		0.0				0.0		1.0	0.0015267175572519086	0.0			1.0			0.0	0.0	0.0		0.0	0.00411522633744856			0.0	0.6918604651162791		0.0	1.0	0.2593283582089552	1.0	0.0	0.5144312393887945	0.0	0.0				0.0	0.0	0.9718309859154929	0.2380952380952381		0.0	0.0		0.0	0.0						0.0		0.06211180124223601			0.0			0.0			0.0		0.0	0.0		0.0	1.0			0.02325581395348837	0.0				0.0					0.0						0.0013908205841446453																0.0				0.0		0.0					0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					0.0	0.0
CMC2_15	0.44565217391304346	0.0	0.0	0.0	0.0	0.09048723897911833	0.13432835820895522	0.0	0.0	0.4186602870813397		0.0	0.0	0.0	0.0	0.0	0.0	0.00025900025900025896		0.15156794425087108		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8809523809523809	0.0	0.4601941747572815	0.8513513513513513	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.8834244080145719		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0		0.0		0.0		0.0		1.0					1.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.3333333333333333	0.0		0.09207161125319692	0.5709342560553633	0.9649122807017544	0.0	1.0	0.0	0.0	0.0	0.0	0.006402048655569782	0.0		0.41818181818181815			0.0	0.0	0.0	0.0	0.0		0.0	0.0					0.046875				0.0	0.0		0.0		0.0		0.0	0.0		0.0	1.0	0.0	0.0	0.014285714285714284		0.0									0.0													0.0													0.0			0.0	0.0										0.0				0.0				0.0		0.0	0.0
CMC2_17	1.0	1.0	1.0			1.0	1.0			1.0	1.0		1.0	1.0	1.0					1.0		1.0			1.0		1.0			1.0			1.0	1.0			1.0	1.0		1.0			1.0	1.0				1.0		1.0			1.0	1.0	1.0		1.0		1.0		1.0				1.0	1.0	1.0		1.0				1.0		1.0	1.0								1.0	1.0		1.0	1.0			1.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0				1.0	1.0				1.0	1.0		1.0	0.0								1.0			1.0			1.0			1.0		1.0	1.0		1.0			1.0	1.0	1.0				1.0					1.0																						1.0						0.4369747899159664					1.0			0.6			0.0		0.4867788461538462	1.0	1.0	1.0	0.4554554554554554	1.0					1.0	1.0
CMC2_18	0.7798165137614679	1.0	1.0	1.0	1.0	0.9090909090909092	1.0	1.0	1.0	0.8911392405063291	1.0	0.7058823529411765	0.4002642007926024	1.0	1.0	1.0	1.0	1.0	1.0	0.9987452948557091		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7874659400544959	1.0	1.0	1.0	0.4577603143418468	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5206527281998979	1.0	1.0		1.0	0.3409090909090909	0.8636363636363636	1.0	1.0			0.9473684210526316	0.9043478260869564	0.927536231884058	0.9375	0.7870370370370371	0.949248120300752	1.0	1.0	1.0		1.0	0.9722222222222222	1.0	1.0	1.0		1.0		1.0		1.0			1.0						0.6348949919224556	1.0	1.0	1.0	0.6872037914691943	1.0	0.8145695364238411	1.0		0.95	0.6987654320987654	1.0	1.0	1.0	1.0		1.0	1.0	0.9044776119402984	1.0	0.9432624113475178	0.6097560975609756	1.0	1.0	1.0	1.0		1.0	1.0	0.9694072657743786	1.0	1.0	1.0		1.0	1.0	0.0				1.0			1.0	1.0	1.0	1.0	1.0		1.0		1.0	0.7004830917874396		1.0		1.0	0.5942028985507246	1.0	0.976470588235294	1.0			1.0		0.0	0.2727272727272727		1.0	1.0							0.0						1.0								1.0				1.0	1.0	1.0		1.0	1.0		1.0			1.0					1.0	1.0	1.0	0.0	1.0	1.0			0.6056338028169014		1.0	0.875
CMC2_19	1.0	1.0	1.0	1.0	1.0	0.8032786885245902	1.0	1.0	1.0	1.0		1.0	1.0	0.7058823529411765	1.0	1.0	1.0	1.0	0.024390243902439025	1.0	0.0	0.8656716417910447	0.4277539341917024	0.4842406876790831	0.14204545454545456	0.19672131147540986	1.0	1.0	0.912087912087912	1.0		0.20833333333333331	1.0	1.0	0.20907617504051865	1.0	0.4195402298850575	1.0	1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	0.1686746987951807		1.0	1.0		1.0		1.0		1.0									1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0		0.8421052631578947			1.0	1.0	1.0	1.0	1.0		1.0	1.0					1.0				1.0	1.0		1.0		1.0		1.0	1.0	0.0	1.0		1.0	0.7956204379562044	1.0		0.7744360902255639									0.7454545454545455													1.0													1.0			1.0	1.0										0.7418032786885246	0.0	0.0	1.0	0.7258064516129032				1.0		1.0	0.5223880597014925
CMC2_2	1.0	1.0	1.0	1.0	1.0	0.8064516129032258	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6774193548387096	1.0	1.0	1.0	1.0	0.012345679012345678	1.0	0.0	0.8163265306122449	0.3115318416523236	0.3959731543624161	0.5339506172839507	0.2222222222222222		1.0	0.9012345679012346	1.0	1.0	0.16483516483516486	1.0	1.0	0.16006884681583478		0.5692963752665245	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0		1.0	0.16363636363636366	1.0	1.0	1.0		1.0				1.0			1.0						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0	1.0		0.14285714285714285		1.0	1.0	1.0	1.0	1.0	1.0				1.0		1.0		1.0			1.0	1.0					1.0			1.0	0.0	1.0			0.9130434782608696	1.0		0.839572192513369					1.0	1.0		1.0						1.0		1.0						1.0													1.0	1.0		1.0			1.0			1.0		1.0		1.0	0.6941747572815534	0.8060606060606059	0.7618243243243243	1.0	0.6746411483253588				1.0			0.7217391304347827
CMC2_22	0.0						0.0			0.0										0.0		0.0					0.0			0.0			0.0					0.0						0.0				0.0							0.0	1.0		1.0									0.0								1.0											1.0	1.0				1.0	1.0			1.0	1.0				1.0	0.2994350282485876			1.0		1.0	1.0			0.0			1.0	1.0			1.0					0.4814814814814815			1.0		1.0	1.0					0.0					1.0			1.0				1.0						1.0									1.0																1.0					1.0										0.2027729636048527			0.0	0.13167259786476868	1.0					0.11827956989247312	
CMC2_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.061538461538461535	0.0	0.0		0.0	0.0	0.2682926829268293	0.0	0.0	0.0	0.0	0.0		0.9896373056994818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0		0.0		0.0	0.0	0.2777777777777778	0.0	0.0		0.0				0.0			0.0						0.0	0.0	0.2302405498281787	0.0	0.0	0.0	0.0	0.0			0.37	0.0	0.0	0.0	0.0		0.0	0.0	0.2472324723247233	0.14285714285714285	1.0	0.0	0.0	0.0	1.0	0.6470588235294118		0.0	0.0	0.3587443946188341	0.0	0.0	0.0	1.0			0.0		0.0		0.05945945945945946			0.0	0.0		1.0			0.0			0.0		0.0			0.0	0.0		0.0					0.0			0.0	1.0					0.0		1.0						0.0													0.0	0.0		0.0			0.04972375690607735			0.0		0.0		0.0	0.2	0.0	0.0	0.0	0.2056338028169014				0.0		1.0	0.0
CMC2_5	1.0	1.0	1.0			0.3181818181818182	1.0			1.0	1.0		1.0	1.0	1.0					1.0		1.0			1.0					1.0	0.0		0.32926829268292684	1.0			1.0	1.0		1.0			1.0	0.02512562814070352						1.0			1.0	1.0			1.0		1.0		1.0				1.0	1.0	1.0		1.0				1.0		1.0	1.0								1.0	1.0		1.0	1.0			1.0	1.0		1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0					1.0		1.0									1.0			1.0			1.0			1.0		1.0	1.0		1.0	0.0		1.0	1.0	1.0				1.0					1.0																						1.0						1.0					1.0			1.0					1.0	1.0	1.0		1.0	1.0						1.0
CMC2_6	0.7518248175182481	0.5925925925925926	0.5878787878787879	0.0	0.03056768558951965	0.06443914081145585	0.4821428571428572	0.0	0.0	0.7100238663484487	0.9384615384615383	0.36	0.1935483870967742	0.43859649122807015	0.9006622516556292	0.0	0.0	0.0		0.4763440860215054		0.5533333333333333	0.02127659574468085	0.017441860465116282	0.8056680161943321	0.020408163265306117	0.0	0.0	0.0	0.13090418353576247		0.0	0.4462151394422311	0.7027027027027027	0.0	0.0	0.6615384615384615	0.10227272727272728	0.0	1.0	0.08571428571428573	0.0	1.0	0.2	1.0	0.0	0.0	0.2838196286472148	0.0	0.42105263157894735			0.5208333333333334	0.5775862068965517	0.0	0.0	1.0	0.0	0.2682926829268293	0.0	0.26813880126182965		0.3605442176870749	0.0	0.9381443298969072	0.3297872340425532	0.7723577235772358		0.3573700954400849		0.0		0.0715372907153729		1.0	1.0	0.9637462235649548					0.0	0.30332681017612523	0.6982097186700768	0.5111111111111111	0.0	0.6330275229357798	1.0	0.0		0.4130434782608696	0.4117647058823529	0.0	1.0	0.0	0.8368421052631579		0.7623497997329773	1.0	0.8552631578947368	0.2669902912621359	0.022727272727272728	0.05154639175257732	0.011464968152866241	0.8610169491525423	1.0	0.015384615384615384		0.28	0.1111111111111111	0.2994350282485876	0.0	0.5570032573289903	0.07725321888412018		0.0	0.0			1.0		0.3975308641975309			0.9842829076620824	0.0	0.0	1.0	0.0		0.3595505617977528		0.8939929328621908	0.294478527607362		0.3794117647058824		0.0	0.07234042553191489	0.5415282392026578	1.0	0.04186046511627907			1.0					1.0	0.0					1.0								0.0								1.0				1.0	0.0017513134851138356	0.9833333333333332		0.0	0.0		0.9948453608247424			1.0		1.0	1.0	1.0	0.8761145002346317	1.0	1.0	1.0	0.9043693322341304	1.0			0.0	0.42857142857142855	0.5021834061135371	0.3859649122807017
CMC2_7	1.0	1.0	1.0			0.21311475409836064	1.0			1.0	1.0	1.0	1.0	0.6428571428571429	1.0				0.0	1.0	0.07692307692307693	0.7906976744186046	0.0171990171990172	0.01098901098901099	0.4578096947935368	0.0				1.0		0.0	1.0		0.0		0.5951903807615231	1.0					1.0		1.0			1.0		1.0			1.0	1.0			1.0		1.0		1.0		1.0	0.0	1.0	1.0	1.0		1.0				1.0			1.0	1.0						1.0	1.0	1.0		1.0	1.0			1.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0				1.0	1.0	0.1			1.0	1.0		1.0	1.0						1.0		1.0			1.0			1.0			1.0		1.0	1.0	0.0	1.0			0.17647058823529413	1.0	1.0	0.2307692307692308			1.0					1.0						1.0																1.0				1.0		1.0					1.0			1.0		1.0	1.0	1.0	0.9315217391304348	0.8532110091743119	0.8245177349097698	1.0	0.9384057971014492	1.0					1.0	0.492063492063492
CMC2_8	0.8461538461538461	1.0	1.0			0.2765957446808511	1.0			0.8831521739130435	1.0	0.6428571428571429	0.07346938775510205	1.0	1.0					0.9965986394557824		1.0			1.0					0.1657754010695187			1.0	0.0			1.0	1.0				0.0	1.0		1.0		0.0	0.816793893129771		1.0			0.8	0.7179487179487181			0.7733990147783252	0.0	1.0		1.0		1.0		1.0	1.0	1.0		1.0				1.0			1.0	1.0					0.0	1.0	1.0	1.0	0.0	1.0	0.8120805369127517			0.8095238095238095	0.3028571428571429		1.0		1.0		1.0	1.0	0.9039039039039038	1.0		0.04477611940298507		1.0	1.0				1.0	0.8518518518518519		1.0	1.0				0.0		1.0		1.0			1.0			1.0			1.0		1.0	0.487603305785124		1.0			0.03448275862068965	1.0	0.945945945945946	1.0			1.0		0.0	0.0		1.0						1.0		0.0														1.0				1.0		1.0					1.0			1.0		1.0	1.0	1.0	1.0	1.0	1.0	0.36538461538461536	1.0	1.0			0.0		1.0	0.7419354838709677
CMC2_9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.046875	0.0	0.0		0.0	0.0	0.2682926829268293	0.0	0.0	0.0	0.0	0.0		0.9830508474576272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0		0.0		0.0	0.0	0.16129032258064516	0.0	0.0		0.0				0.0			0.0						0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0			0.37	0.0	0.0	0.0	0.0		0.0	0.0	0.2472324723247233	0.21739130434782608	1.0	0.0	0.0	0.0	1.0	0.5384615384615384		0.0	0.0	0.2311827956989247	0.0	0.0	0.0	1.0			0.0		0.0		0.05945945945945946			0.0	0.0		1.0			0.0			0.0		0.0			0.0	0.0		0.0					0.0			0.0	1.0					0.0		1.0						0.0													0.0	0.0		0.0			0.04972375690607735			0.0		0.0		0.0	0.2	0.0	0.0	0.0	0.2056338028169014				0.0		1.0	0.0
CMTM7_5						0.4766355140186916		1.0	1.0		1.0			1.0					0.0				1.0	1.0									1.0								1.0					1.0		0.0					1.0	1.0			1.0					1.0														1.0	0.8967297762478486															1.0											0.0									0.0																		1.0																																																																								
CMTM7_8						1.0		1.0	1.0		1.0								0.9047619047619048				0.0																		1.0					1.0			1.0	1.0			1.0	1.0			1.0					1.0															1.0															1.0											1.0									1.0																		1.0																																																																								
CNEP1R1_1							1.0		1.0			1.0		1.0	1.0		1.0	0.047619047619047616		1.0																			1.0		1.0					1.0	1.0		1.0		1.0		1.0	1.0	0.0										1.0			1.0																			1.0				1.0		1.0	1.0		1.0							1.0						1.0															1.0																																									1.0		0.0					1.0																			1.0				1.0							1.0
CNEP1R1_2							0.0		1.0			0.0		0.825	0.0		0.0			0.0																			0.0							0.0			0.28205128205128205				0.0	0.0	0.0										1.0			1.0																			0.0						0.0			1.0							0.0						0.0																																																								0.0		0.0																								0.0				0.0							0.0
CNKSR2_1																	0.0				1.0						1.0	1.0	1.0					1.0	1.0						1.0								1.0											0.0																											1.0													1.0																																								1.0		1.0				0.0																																														1.0	1.0									
CNKSR2_2		0.0	0.0														0.031111111111111114				0.0						0.0							1.0	1.0									1.0					1.0																																																			0.0																													1.0													1.0				1.0																								0.0			0.0		0.0																1.0	1.0	1.0		1.0							
CNOT10_6	1.0	1.0			1.0			1.0		1.0	1.0		0.7264437689969605		0.0							1.0			1.0			1.0	1.0				1.0	1.0			1.0				1.0					1.0				1.0			1.0	1.0			1.0		1.0		1.0	1.0				1.0	1.0		1.0	1.0			0.09803921568627452			1.0								1.0	1.0	1.0			1.0		0.0								1.0	1.0																				1.0				1.0				1.0											1.0																																																															1.0
CNOT1_1		0.2413793103448276	0.07042253521126761		0.10526315789473684	0.0	0.0						0.0	0.5	0.4666666666666667					0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0	0.7619047619047619	0.0	0.12	0.0		0.0	1.0			0.03896103896103896	1.0		0.07407407407407407	0.0	0.2621359223300971			0.0	0.0	0.967741935483871		0.0		0.0		0.0					0.0		0.0	0.0		0.0	0.0	1.0		0.2631578947368421	0.0		0.0			0.0	0.0						0.0														0.0	0.0			0.0		0.0	0.0									0.0													0.0			0.0					0.0			0.0														0.0		0.0				0.0													0.0			0.0										0.0		0.0							0.0					
CNOT1_14		1.0	1.0		0.6428571428571429			0.6923076923076923		0.0		0.0		0.20930232558139536	1.0										0.0		0.0				0.0			0.0		1.0		0.3333333333333333				0.16226415094339622		0.0		1.0				1.0					1.0																		1.0						0.0				0.4871794871794872			0.0								0.0																								0.0						0.0																																																																														
CNOT1_7		1.0	1.0		1.0				0.0					1.0																						0.0		1.0				0.0				0.0				1.0					0.0																		0.0			1.0							1.0																																																																																																																							
